Channel,Counts
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,1
15,2
16,3
17,2
18,7
19,6
20,7
21,6
22,7
23,4
24,8
25,4
26,4
27,6
28,3
29,12
30,2
31,6
32,3
33,7
34,5
35,3
36,6
37,8
38,4
39,8
40,4
41,7
42,2
43,3
44,3
45,5
46,4
47,4
48,6
49,5
50,5
51,2
52,1
53,3
54,7
55,3
56,5
57,5
58,11
59,5
60,5
61,3
62,7
63,3
64,4
65,0
66,3
67,10
68,3
69,5
70,5
71,1
72,1
73,6
74,3
75,4
76,5
77,7
78,5
79,2
80,6
81,2
82,1
83,5
84,4
85,2
86,4
87,4
88,2
89,4
90,4
91,2
92,4
93,3
94,4
95,4
96,2
97,2
98,2
99,4
100,11
101,4
102,6
103,8
104,5
105,6
106,2
107,4
108,4
109,5
110,4
111,4
112,4
113,5
114,8
115,7
116,4
117,2
118,3
119,1
120,4
121,4
122,4
123,5
124,5
125,3
126,5
127,2
128,2
129,5
130,5
131,1
132,3
133,4
134,5
135,2
136,5
137,5
138,8
139,4
140,6
141,1
142,8
143,11
144,4
145,8
146,5
147,9
148,2
149,7
150,6
151,6
152,2
153,4
154,2
155,5
156,1
157,3
158,6
159,7
160,1
161,4
162,5
163,2
164,2
165,6
166,4
167,1
168,5
169,6
170,5
171,5
172,9
173,6
174,4
175,8
176,7
177,3
178,5
179,4
180,4
181,6
182,3
183,9
184,3
185,9
186,5
187,3
188,2
189,4
190,8
191,7
192,5
193,2
194,6
195,3
196,4
197,8
198,4
199,3
200,4
201,3
202,5
203,1
204,6
205,5
206,4
207,2
208,4
209,5
210,3
211,8
212,3
213,2
214,3
215,6
216,6
217,2
218,6
219,5
220,7
221,4
222,3
223,1
224,1
225,4
226,5
227,7
228,2
229,1
230,3
231,4
232,8
233,5
234,5
235,6
236,1
237,6
238,6
239,3
240,3
241,2
242,6
243,4
244,4
245,3
246,4
247,7
248,9
249,6
250,4
251,3
252,6
253,6
254,4
255,6
256,3
257,5
258,7
259,7
260,9
261,7
262,5
263,4
264,4
265,4
266,10
267,5
268,7
269,3
270,2
271,5
272,4
273,4
274,3
275,8
276,3
277,4
278,4
279,6
280,5
281,4
282,6
283,4
284,8
285,5
286,4
287,5
288,5
289,5
290,7
291,7
292,6
293,8
294,7
295,7
296,4
297,6
298,7
299,3
300,5
301,4
302,7
303,10
304,6
305,5
306,9
307,5
308,5
309,7
310,2
311,6
312,6
313,4
314,7
315,3
316,5
317,6
318,6
319,6
320,4
321,8
322,7
323,7
324,6
325,3
326,3
327,4
328,5
329,4
330,6
331,8
332,8
333,5
334,4
335,3
336,4
337,5
338,4
339,15
340,4
341,5
342,7
343,6
344,6
345,11
346,8
347,10
348,4
349,3
350,11
351,6
352,3
353,6
354,8
355,7
356,7
357,7
358,5
359,5
360,10
361,7
362,12
363,7
364,10
365,1
366,4
367,4
368,6
369,8
370,1
371,3
372,6
373,7
374,5
375,7
376,6
377,3
378,7
379,2
380,7
381,9
382,5
383,12
384,10
385,7
386,6
387,3
388,13
389,5
390,4
391,6
392,14
393,9
394,5
395,6
396,3
397,7
398,8
399,10
400,9
401,5
402,8
403,2
404,9
405,8
406,4
407,6
408,4
409,10
410,7
411,4
412,8
413,8
414,5
415,14
416,9
417,12
418,5
419,3
420,4
421,7
422,5
423,2
424,9
425,10
426,11
427,10
428,10
429,9
430,5
431,5
432,4
433,5
434,7
435,8
436,4
437,8
438,9
439,13
440,10
441,9
442,4
443,7
444,6
445,9
446,7
447,11
448,7
449,8
450,3
451,7
452,6
453,13
454,5
455,2
456,3
457,3
458,5
459,5
460,10
461,8
462,5
463,6
464,11
465,7
466,6
467,4
468,10
469,9
470,11
471,8
472,4
473,11
474,6
475,9
476,10
477,12
478,3
479,15
480,6
481,8
482,6
483,12
484,8
485,11
486,4
487,8
488,8
489,10
490,9
491,3
492,8
493,7
494,10
495,9
496,13
497,10
498,18
499,9
500,8
501,10
502,8
503,7
504,6
505,11
506,9
507,10
508,9
509,6
510,11
511,10
512,7
513,10
514,7
515,10
516,11
517,7
518,12
519,8
520,10
521,10
522,8
523,15
524,13
525,5
526,11
527,6
528,8
529,5
530,6
531,12
