Channel,Counts
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,2
18,2
19,3
20,2
21,2
22,2
23,0
24,4
25,2
26,6
27,1
28,1
29,2
30,2
31,2
32,1
33,3
34,2
35,6
36,5
37,0
38,2
39,3
40,0
41,2
42,2
43,2
44,3
45,3
46,2
47,2
48,2
49,3
50,3
51,3
52,2
53,1
54,1
55,3
56,2
57,1
58,4
59,2
60,1
61,1
62,1
63,0
64,2
65,3
66,3
67,1
68,2
69,1
70,1
71,3
72,0
73,1
74,2
75,2
76,2
77,0
78,0
79,1
80,2
81,1
82,0
83,1
84,3
85,2
86,3
87,1
88,4
89,4
90,1
91,2
92,1
93,0
94,2
95,2
96,0
97,5
98,3
99,2
100,1
101,1
102,1
103,1
104,4
105,1
106,0
107,2
108,1
109,3
110,2
111,3
112,1
113,1
114,3
115,2
116,3
117,3
118,2
119,3
120,4
121,2
122,3
123,2
124,0
125,1
126,1
127,0
128,4
129,1
130,0
131,3
132,0
133,1
134,0
135,3
136,0
137,1
138,1
139,0
140,0
141,2
142,5
143,2
144,1
145,2
146,1
147,1
148,1
149,3
150,2
151,1
152,0
153,2
154,2
155,2
156,1
157,3
158,0
159,2
160,1
161,3
162,2
163,2
164,2
165,1
166,0
167,2
168,2
169,1
170,2
171,3
172,2
173,2
174,1
175,5
176,3
177,0
178,0
179,0
180,2
181,1
182,0
183,1
184,1
185,3
186,0
187,1
188,1
189,3
190,2
191,0
192,2
193,6
194,3
195,2
196,1
197,0
198,1
199,3
200,2
201,1
202,3
203,0
204,1
205,5
206,1
207,1
208,2
209,4
210,1
211,3
212,2
213,0
214,3
215,3
216,1
217,1
218,3
219,3
220,2
221,1
222,1
223,2
224,3
225,3
226,0
227,3
228,2
229,4
230,1
231,4
232,2
233,2
234,0
235,2
236,2
237,3
238,4
239,3
240,1
241,0
242,1
243,2
244,2
245,3
246,2
247,2
248,2
249,1
250,4
251,2
252,1
253,6
254,3
255,1
256,2
257,5
258,2
259,3
260,7
261,1
262,4
263,1
264,3
265,5
266,0
267,1
268,3
269,2
270,4
271,3
272,3
273,1
274,3
275,2
276,3
277,3
278,4
279,2
280,0
281,4
282,2
283,2
284,4
285,2
286,1
287,4
288,4
289,0
290,1
291,1
292,3
293,5
294,4
295,1
296,5
297,1
298,5
299,3
300,1
301,2
302,3
303,3
304,5
305,5
306,3
307,1
308,3
309,2
310,1
311,1
312,4
313,1
314,2
315,4
316,0
317,2
318,0
319,1
320,2
321,2
322,3
323,2
324,3
325,1
326,1
327,5
328,2
329,1
330,1
331,2
332,5
333,1
334,2
335,2
336,4
337,1
338,4
339,3
340,4
341,0
342,3
343,0
344,1
345,4
346,2
347,1
348,2
349,2
350,2
351,2
352,1
353,1
354,2
355,3
356,3
357,3
358,1
359,6
360,1
361,5
362,3
363,1
364,6
365,3
366,4
367,4
368,0
369,4
370,3
371,0
372,0
373,5
374,3
375,2
376,4
377,3
378,0
379,2
380,3
381,1
382,3
383,3
384,3
385,5
386,0
387,3
388,5
389,5
390,6
391,3
392,1
393,0
394,2
395,4
396,1
397,5
398,3
399,0
400,0
401,3
402,2
403,4
404,2
405,2
406,3
407,4
408,1
409,5
410,1
411,4
412,1
413,2
414,3
415,1
416,0
417,7
418,1
419,6
420,2
421,5
422,5
423,2
424,2
425,5
426,5
427,1
428,2
429,3
430,2
431,4
432,7
433,4
434,1
435,3
436,4
437,2
438,2
439,1
440,5
441,2
442,6
443,5
444,5
445,7
446,5
447,3
448,3
449,6
450,7
451,4
452,6
453,4
454,4
455,4
456,3
457,2
458,2
459,4
460,6
461,3
462,8
463,4
464,1
465,6
466,2
467,6
468,2
469,4
470,8
471,5
472,4
473,2
474,1
475,2
476,7
477,2
478,6
479,7
480,4
481,5
482,7
483,4
484,6
485,2
486,5
487,7
488,5
489,2
490,3
491,8
492,2
493,3
494,6
495,4
496,2
497,7
498,6
499,3
500,1
501,5
502,3
503,4
504,3
505,6
506,7
507,2
508,7
509,4
510,7
511,9
512,5
513,7
514,6
515,2
516,2
517,1
518,1
519,4
520,6
521,9
522,6
523,2
524,8
525,6
526,3
527,5
528,1
529,2
530,5
531,9
