Channel,Counts
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,3
20,3
21,3
22,4
23,5
24,0
25,1
26,3
27,1
28,2
29,0
30,3
31,5
32,1
33,0
34,2
35,4
36,3
37,1
38,4
39,3
40,6
41,0
42,0
43,4
44,2
45,2
46,2
47,1
48,0
49,2
50,4
51,1
52,5
53,4
54,1
55,3
56,2
57,7
58,4
59,2
60,3
61,3
62,2
63,0
64,4
65,1
66,6
67,1
68,5
69,2
70,2
71,4
72,1
73,2
74,3
75,3
76,0
77,0
78,1
79,4
80,0
81,2
82,1
83,3
84,4
85,2
86,3
87,3
88,2
89,1
90,0
91,2
92,2
93,2
94,2
95,2
96,3
97,2
98,1
99,4
100,1
101,2
102,1
103,3
104,3
105,1
106,1
107,1
108,2
109,4
110,1
111,1
112,1
113,1
114,1
115,5
116,2
117,5
118,2
119,2
120,4
121,2
122,2
123,2
124,2
125,1
126,1
127,4
128,3
129,4
130,0
131,4
132,0
133,1
134,1
135,3
136,1
137,5
138,2
139,3
140,1
141,4
142,2
143,3
144,3
145,2
146,3
147,0
148,2
149,2
150,2
151,0
152,2
153,1
154,1
155,1
156,4
157,2
158,3
159,2
160,0
161,1
162,1
163,3
164,3
165,3
166,1
167,3
168,6
169,2
170,4
171,2
172,2
173,2
174,4
175,2
176,4
177,4
178,4
179,3
180,3
181,2
182,1
183,6
184,2
185,2
186,2
187,3
188,3
189,3
190,0
191,3
192,2
193,5
194,1
195,1
196,3
197,5
198,1
199,1
200,5
201,5
202,1
203,3
204,2
205,2
206,8
207,2
208,0
209,2
210,5
211,1
212,4
213,4
214,3
215,3
216,2
217,4
218,5
219,3
220,3
221,4
222,3
223,0
224,5
225,1
226,1
227,0
228,2
229,3
230,6
231,0
232,3
233,3
234,2
235,5
236,2
237,2
238,0
239,1
240,0
241,1
242,2
243,4
244,6
245,6
246,1
247,5
248,6
249,2
250,1
251,1
252,3
253,2
254,1
255,2
256,1
257,1
258,3
259,1
260,3
261,2
262,2
263,1
264,7
265,8
266,2
267,6
268,4
269,2
270,3
271,0
272,1
273,1
274,1
275,1
276,4
277,4
278,3
279,2
280,4
281,2
282,2
283,3
284,6
285,3
286,3
287,5
288,4
289,3
290,1
291,4
292,2
293,3
294,3
295,3
296,4
297,2
298,3
299,5
300,5
301,1
302,3
303,2
304,0
305,1
306,2
307,3
308,2
309,5
310,3
311,7
312,3
313,5
314,5
315,2
316,3
317,1
318,3
319,2
320,3
321,1
322,1
323,3
324,3
325,3
326,1
327,2
328,3
329,3
330,8
331,3
332,2
333,0
334,6
335,3
336,3
337,4
338,1
339,1
340,2
341,1
342,1
343,2
344,1
345,2
346,4
347,1
348,3
349,5
350,5
351,3
352,2
353,5
354,2
355,2
356,4
357,1
358,2
359,3
360,2
361,4
362,4
363,4
364,1
365,1
366,4
367,8
368,9
369,1
370,1
371,3
372,1
373,4
374,4
375,4
376,1
377,2
378,2
379,7
380,5
381,2
382,4
383,3
384,2
385,2
386,2
387,6
388,3
389,8
390,2
391,0
392,2
393,6
394,2
395,4
396,3
397,1
398,6
399,2
400,3
401,2
402,1
403,3
404,7
405,6
406,6
407,1
408,3
409,6
410,2
411,1
412,2
413,1
414,7
415,3
416,3
417,2
418,5
419,0
420,4
421,7
422,7
423,5
424,1
425,2
426,2
427,2
428,4
429,3
430,3
431,5
432,4
433,2
434,4
435,5
436,6
437,6
438,6
439,3
440,2
441,7
442,0
443,4
444,4
445,2
446,3
447,1
448,1
449,5
450,5
451,6
452,4
453,2
454,4
455,3
456,6
457,2
458,8
459,2
460,3
461,4
462,4
463,4
464,5
465,6
466,5
467,2
468,3
469,6
470,6
471,9
472,3
473,5
474,12
475,5
476,6
477,5
478,3
479,4
480,1
481,4
482,5
483,3
484,8
485,6
486,4
487,3
488,7
489,3
490,2
491,4
492,5
493,2
494,8
495,5
496,4
497,6
498,3
499,2
500,8
501,5
502,9
503,3
504,6
505,8
506,3
507,8
508,8
509,5
510,4
511,5
512,5
513,5
514,8
515,4
516,6
517,4
518,9
519,7
520,1
521,6
522,4
523,3
524,4
525,6
526,3
527,2
528,3
529,7
530,3
531,0
