Channel,Counts
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,1
15,1
16,2
17,1
18,0
19,4
20,0
21,1
22,0
23,2
24,2
25,1
26,1
27,6
28,4
29,4
30,2
31,5
32,4
33,3
34,3
35,1
36,5
37,1
38,6
39,3
40,1
41,1
42,2
43,3
44,1
45,2
46,2
47,3
48,0
49,3
50,3
51,4
52,3
53,5
54,2
55,2
56,1
57,0
58,2
59,1
60,3
61,0
62,1
63,4
64,2
65,0
66,1
67,0
68,1
69,2
70,4
71,6
72,0
73,3
74,3
75,1
76,0
77,2
78,3
79,2
80,1
81,0
82,3
83,2
84,3
85,2
86,4
87,2
88,2
89,2
90,0
91,2
92,4
93,3
94,1
95,0
96,0
97,4
98,0
99,3
100,1
101,5
102,1
103,2
104,4
105,2
106,0
107,0
108,1
109,4
110,1
111,0
112,5
113,2
114,2
115,1
116,3
117,1
118,1
119,1
120,2
121,2
122,3
123,2
124,5
125,2
126,2
127,0
128,0
129,2
130,2
131,1
132,4
133,1
134,5
135,4
136,2
137,3
138,0
139,1
140,1
141,3
142,2
143,2
144,5
145,1
146,0
147,0
148,2
149,3
150,4
151,2
152,1
153,1
154,2
155,2
156,1
157,1
158,3
159,3
160,5
161,2
162,1
163,0
164,2
165,1
166,0
167,3
168,1
169,2
170,4
171,0
172,3
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,2
181,2
182,3
183,1
184,1
185,2
186,2
187,3
188,2
189,0
190,2
191,6
192,1
193,6
194,4
195,1
196,0
197,0
198,3
199,1
200,4
201,2
202,1
203,1
204,3
205,2
206,1
207,2
208,3
209,3
210,0
211,0
212,3
213,0
214,3
215,4
216,1
217,2
218,3
219,1
220,0
221,1
222,4
223,0
224,4
225,1
226,4
227,2
228,2
229,2
230,1
231,5
232,3
233,3
234,2
235,0
236,1
237,1
238,1
239,6
240,3
241,1
242,5
243,3
244,3
245,1
246,3
247,2
248,4
249,4
250,0
251,4
252,5
253,3
254,1
255,2
256,3
257,2
258,3
259,6
260,3
261,4
262,0
263,3
264,2
265,6
266,1
267,3
268,0
269,2
270,0
271,3
272,1
273,4
274,1
275,3
276,3
277,2
278,1
279,3
280,3
281,3
282,2
283,1
284,3
285,3
286,3
287,2
288,2
289,3
290,2
291,2
292,1
293,1
294,1
295,0
296,1
297,4
298,1
299,1
300,5
301,4
302,2
303,1
304,1
305,4
306,2
307,2
308,4
309,2
310,2
311,2
312,3
313,2
314,5
315,5
316,3
317,0
318,5
319,9
320,2
321,4
322,4
323,0
324,0
325,1
326,4
327,1
328,1
329,2
330,2
331,4
332,4
333,2
334,2
335,5
336,4
337,2
338,0
339,3
340,3
341,2
342,0
343,0
344,5
345,4
346,2
347,4
348,6
349,5
350,2
351,5
352,7
353,6
354,2
355,4
356,4
357,2
358,3
359,4
360,2
361,3
362,1
363,3
364,3
365,5
366,3
367,5
368,3
369,4
370,2
371,4
372,4
373,4
374,3
375,2
376,2
377,3
378,4
379,5
380,5
381,3
382,5
383,3
384,7
385,3
386,2
387,1
388,2
389,8
390,4
391,7
392,4
393,0
394,1
395,2
396,6
397,2
398,4
399,2
400,1
401,1
402,1
403,5
404,2
405,1
406,2
407,5
408,8
409,5
410,3
411,4
412,2
413,6
414,3
415,5
416,2
417,2
418,1
419,5
420,2
421,1
422,5
423,3
424,3
425,3
426,2
427,3
428,3
429,3
430,2
431,2
432,2
433,2
434,3
435,2
436,6
437,3
438,2
439,2
440,2
441,3
442,7
443,1
444,4
445,4
446,6
447,6
448,2
449,5
450,4
451,2
452,1
453,4
454,6
455,4
456,3
457,4
458,4
459,1
460,4
461,1
462,2
463,5
464,6
465,2
466,0
467,5
468,4
469,6
470,5
471,1
472,4
473,6
474,5
475,6
476,6
477,1
478,4
479,3
480,6
481,5
482,3
483,2
484,7
485,6
486,5
487,4
488,8
489,5
490,5
491,3
492,4
493,2
494,4
495,1
496,3
497,5
498,3
499,2
500,4
501,5
502,2
503,5
504,5
505,4
506,6
507,2
508,7
509,7
510,6
511,4
512,3
513,5
514,6
515,6
516,4
517,5
518,3
519,3
520,7
521,7
522,7
523,5
524,7
525,8
526,2
527,5
528,5
529,7
530,5
531,4
