Channel,Counts
0,0
1,0
2,0
3,0
4,0
5,0
6,2
7,7
8,8
9,12
10,27
11,32
12,31
13,33
14,34
15,40
16,56
17,45
18,74
19,71
20,72
21,80
22,76
23,107
24,91
25,102
26,118
27,121
28,140
29,126
30,150
31,155
32,154
33,137
34,154
35,160
36,174
37,163
38,173
39,157
40,209
41,173
42,170
43,183
44,208
45,189
46,205
47,187
48,179
49,190
50,181
51,185
52,193
53,197
54,170
55,202
56,200
57,193
58,228
59,210
60,192
61,179
62,200
63,191
64,211
65,231
66,203
67,196
68,226
69,229
70,187
71,193
72,215
73,226
74,235
75,214
76,205
77,237
78,197
79,213
80,217
81,231
82,236
83,214
84,248
85,213
86,210
87,227
88,197
89,232
90,235
91,226
92,239
93,228
94,214
95,201
96,230
97,226
98,229
99,219
100,219
101,206
102,217
103,195
104,223
105,221
106,220
107,215
108,216
109,223
110,203
111,231
112,193
113,236
114,221
115,233
116,204
117,234
118,205
119,223
120,205
121,235
122,191
123,230
124,214
125,212
126,221
127,201
128,207
129,180
130,230
131,221
132,228
133,212
134,198
135,241
136,226
137,210
138,219
139,204
140,223
141,220
142,229
143,224
144,222
145,218
146,219
147,217
148,188
149,224
150,239
151,218
152,225
153,214
154,221
155,222
156,210
157,216
158,202
159,248
160,218
161,225
162,232
163,245
164,255
165,273
166,215
167,213
168,231
169,231
170,213
171,242
172,264
173,223
174,237
175,244
176,239
177,263
178,243
179,254
180,220
181,237
182,252
183,260
184,266
185,264
186,290
187,261
188,244
189,254
190,266
191,280
192,298
193,231
194,259
195,280
196,247
197,260
198,271
199,272
200,266
201,273
202,273
203,258
204,278
205,300
206,269
207,289
208,302
209,310
210,288
211,278
212,296
213,294
214,303
215,305
216,292
217,298
218,269
219,302
220,312
221,300
222,333
223,299
224,300
225,338
226,317
227,313
228,343
229,303
230,308
231,314
232,309
233,278
234,294
235,326
236,317
237,311
238,356
239,319
240,321
241,307
242,318
243,326
244,317
245,329
246,328
247,338
248,341
249,324
250,363
251,350
252,344
253,363
254,367
255,337
256,389
257,381
258,374
259,355
260,419
261,385
262,394
263,376
264,420
265,395
266,413
267,402
268,424
269,412
270,443
271,367
272,406
273,419
274,441
275,442
276,453
277,451
278,402
279,440
280,422
281,430
282,450
283,450
284,479
285,476
286,473
287,447
288,462
289,460
290,478
291,450
292,465
293,493
294,468
295,473
296,540
297,466
298,516
299,507
300,473
301,556
302,544
303,480
304,517
305,494
306,555
307,519
308,560
309,555
310,571
311,567
312,564
313,559
314,537
315,567
316,543
317,564
318,573
319,584
320,618
321,572
322,564
323,556
324,660
325,624
326,649
327,640
328,648
329,616
330,665
331,693
332,649
333,684
334,676
335,647
336,697
337,721
338,729
339,743
340,741
341,738
342,760
343,763
344,778
345,774
346,776
347,805
348,853
349,842
350,865
351,845
352,863
353,839
354,858
355,890
356,856
357,914
358,839
359,863
360,906
361,876
362,913
363,907
364,896
365,948
366,897
367,946
368,974
369,964
370,915
371,957
372,931
373,985
374,923
375,880
376,938
377,857
378,950
379,926
380,900
381,881
382,868
383,912
384,911
385,861
386,854
387,893
388,821
389,861
390,810
391,797
392,807
393,823
394,782
395,769
396,787
397,765
398,722
399,720
400,751
401,721
402,740
403,713
404,710
405,678
406,710
407,659
408,638
409,621
410,656
411,608
412,625
413,573
414,561
415,617
416,603
417,598
418,562
419,538
420,549
421,518
422,539
423,524
424,523
425,517
426,520
427,479
428,519
429,495
430,477
431,473
432,466
433,448
434,481
435,435
436,442
437,451
438,416
439,426
440,411
441,406
442,382
443,397
444,417
445,384
446,409
447,373
448,388
449,393
450,396
451,367
452,330
453,344
454,315
455,364
456,336
457,349
458,350
459,368
460,313
461,327
462,336
463,336
464,325
465,315
466,310
467,334
468,283
469,311
470,281
471,292
472,306
473,298
474,277
475,296
476,238
477,270
478,281
479,254
480,303
481,251
482,256
483,266
484,260
485,243
486,300
487,284
488,259
489,264
490,249
491,262
492,277
493,262
494,253
495,241
496,245
497,232
498,243
499,256
500,237
501,264
502,229
503,255
504,238
505,255
506,220
507,234
508,243
509,253
510,237
511,237
512,245
513,240
514,229
515,231
516,248
517,228
518,250
519,232
520,249
521,244
522,250
523,230
524,231
525,213
526,214
527,222
528,217
529,251
530,223
531,243
