Channel,Counts
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,1
16,1
17,1
18,1
19,0
20,1
21,3
22,2
23,0
24,0
25,1
26,1
27,1
28,3
29,3
30,1
31,0
32,1
33,4
34,4
35,3
36,1
37,3
38,3
39,3
40,2
41,1
42,1
43,1
44,3
45,5
46,2
47,3
48,5
49,5
50,1
51,3
52,2
53,1
54,2
55,0
56,1
57,2
58,1
59,2
60,4
61,3
62,5
63,1
64,0
65,3
66,0
67,2
68,2
69,1
70,2
71,5
72,1
73,1
74,5
75,5
76,2
77,3
78,3
79,0
80,1
81,4
82,1
83,2
84,0
85,2
86,1
87,2
88,2
89,4
90,2
91,4
92,0
93,1
94,4
95,4
96,1
97,4
98,1
99,1
100,4
101,4
102,3
103,1
104,0
105,1
106,1
107,2
108,7
109,6
110,0
111,1
112,2
113,2
114,1
115,1
116,3
117,3
118,0
119,4
120,0
121,1
122,2
123,1
124,1
125,4
126,3
127,1
128,3
129,3
130,2
131,1
132,5
133,4
134,3
135,2
136,1
137,3
138,1
139,2
140,1
141,5
142,5
143,1
144,5
145,6
146,1
147,2
148,0
149,6
150,0
151,1
152,1
153,3
154,1
155,2
156,2
157,3
158,1
159,2
160,1
161,2
162,1
163,3
164,3
165,0
166,2
167,1
168,7
169,1
170,3
171,2
172,2
173,1
174,2
175,1
176,1
177,4
178,1
179,1
180,6
181,2
182,2
183,4
184,1
185,2
186,4
187,4
188,6
189,3
190,0
191,3
192,1
193,4
194,3
195,0
196,0
197,2
198,2
199,6
200,1
201,2
202,5
203,1
204,3
205,0
206,2
207,0
208,4
209,3
210,3
211,2
212,2
213,2
214,2
215,0
216,0
217,4
218,3
219,6
220,4
221,3
222,3
223,4
224,1
225,0
226,1
227,0
228,2
229,3
230,2
231,2
232,2
233,2
234,2
235,1
236,2
237,4
238,2
239,5
240,3
241,2
242,0
243,3
244,6
245,2
246,3
247,1
248,4
249,1
250,3
251,3
252,2
253,1
254,1
255,5
256,3
257,0
258,4
259,4
260,1
261,5
262,2
263,1
264,4
265,4
266,2
267,7
268,3
269,2
270,5
271,7
272,7
273,0
274,2
275,1
276,4
277,4
278,1
279,4
280,2
281,3
282,0
283,6
284,4
285,1
286,5
287,4
288,3
289,3
290,8
291,4
292,3
293,5
294,6
295,5
296,0
297,4
298,1
299,1
300,2
301,4
302,8
303,4
304,1
305,3
306,3
307,5
308,2
309,5
310,3
311,2
312,2
313,2
314,6
315,4
316,5
317,4
318,4
319,4
320,1
321,2
322,6
323,6
324,2
325,2
326,2
327,5
328,3
329,8
330,4
331,2
332,3
333,1
334,4
335,4
336,3
337,3
338,3
339,6
340,3
341,3
342,3
343,6
344,7
345,6
346,4
347,1
348,4
349,4
350,3
351,3
352,4
353,0
354,2
355,3
356,2
357,1
358,0
359,0
360,6
361,6
362,1
363,0
364,3
365,2
366,5
367,2
368,5
369,7
370,4
371,5
372,5
373,1
374,1
375,7
376,1
377,6
378,2
379,0
380,3
381,6
382,2
383,3
384,3
385,3
386,3
387,4
388,3
389,6
390,1
391,4
392,4
393,2
394,3
395,3
396,7
397,5
398,3
399,8
400,5
401,7
402,5
403,2
404,0
405,6
406,2
407,4
408,9
409,5
410,3
411,2
412,6
413,3
414,4
415,4
416,5
417,4
418,7
419,1
420,10
421,0
422,4
423,1
424,1
425,0
426,4
427,2
428,3
429,4
430,8
431,3
432,4
433,6
434,3
435,5
436,5
437,4
438,6
439,2
440,1
441,0
442,4
443,4
444,2
445,8
446,3
447,5
448,4
449,4
450,3
451,3
452,5
453,6
454,9
455,2
456,2
457,3
458,0
459,5
460,6
461,2
462,3
463,1
464,3
465,6
466,4
467,6
468,4
469,3
470,3
471,2
472,1
473,5
474,2
475,12
476,4
477,5
478,5
479,6
480,9
481,3
482,4
483,4
484,5
485,2
486,9
487,5
488,7
489,3
490,5
491,3
492,4
493,8
494,6
495,5
496,3
497,2
498,8
499,2
500,2
501,4
502,2
503,6
504,4
505,2
506,6
507,4
508,2
509,3
510,4
511,4
512,5
513,2
514,5
515,3
516,7
517,4
518,3
519,8
520,4
521,8
522,7
523,6
524,5
525,10
526,4
527,6
528,4
529,1
530,7
531,6
