Channel,Counts
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,1
19,2
20,3
21,1
22,4
23,0
24,1
25,5
26,4
27,0
28,1
29,1
30,3
31,2
32,4
33,2
34,2
35,3
36,2
37,2
38,4
39,1
40,1
41,4
42,0
43,9
44,2
45,3
46,3
47,2
48,1
49,3
50,2
51,2
52,3
53,2
54,6
55,2
56,2
57,1
58,1
59,2
60,0
61,2
62,2
63,1
64,1
65,3
66,2
67,3
68,1
69,1
70,1
71,1
72,2
73,1
74,2
75,0
76,1
77,5
78,3
79,2
80,2
81,2
82,3
83,1
84,2
85,3
86,3
87,1
88,1
89,1
90,2
91,1
92,4
93,3
94,2
95,1
96,0
97,3
98,4
99,0
100,1
101,1
102,0
103,2
104,3
105,4
106,2
107,0
108,4
109,2
110,1
111,2
112,4
113,1
114,1
115,0
116,2
117,0
118,2
119,2
120,1
121,2
122,4
123,5
124,3
125,1
126,1
127,3
128,0
129,2
130,2
131,4
132,0
133,2
134,3
135,0
136,3
137,2
138,3
139,2
140,2
141,2
142,0
143,1
144,4
145,2
146,1
147,2
148,3
149,4
150,2
151,2
152,2
153,3
154,1
155,3
156,1
157,6
158,3
159,1
160,6
161,4
162,2
163,5
164,1
165,0
166,2
167,2
168,5
169,1
170,4
171,0
172,3
173,5
174,4
175,3
176,4
177,2
178,1
179,4
180,0
181,2
182,1
183,2
184,1
185,4
186,2
187,3
188,0
189,0
190,1
191,0
192,4
193,3
194,1
195,3
196,2
197,3
198,0
199,3
200,4
201,4
202,2
203,3
204,1
205,3
206,2
207,2
208,2
209,3
210,2
211,2
212,4
213,3
214,5
215,1
216,1
217,1
218,1
219,5
220,5
221,5
222,3
223,0
224,2
225,5
226,4
227,1
228,3
229,3
230,3
231,0
232,4
233,0
234,0
235,0
236,4
237,2
238,3
239,2
240,1
241,2
242,1
243,1
244,4
245,2
246,3
247,3
248,4
249,4
250,0
251,1
252,2
253,4
254,2
255,0
256,3
257,3
258,2
259,5
260,2
261,2
262,2
263,4
264,0
265,4
266,4
267,5
268,7
269,5
270,4
271,2
272,0
273,2
274,5
275,1
276,2
277,3
278,5
279,4
280,3
281,1
282,5
283,3
284,1
285,2
286,1
287,3
288,5
289,7
290,1
291,1
292,2
293,4
294,12
295,1
296,2
297,1
298,3
299,2
300,0
301,3
302,1
303,1
304,1
305,4
306,0
307,4
308,2
309,4
310,2
311,1
312,3
313,2
314,2
315,0
316,1
317,8
318,2
319,3
320,0
321,5
322,3
323,2
324,7
325,2
326,5
327,1
328,2
329,5
330,3
331,6
332,3
333,2
334,4
335,2
336,2
337,1
338,4
339,4
340,2
341,1
342,6
343,3
344,2
345,2
346,3
347,3
348,2
349,4
350,1
351,3
352,3
353,2
354,4
355,2
356,5
357,7
358,4
359,6
360,2
361,1
362,4
363,2
364,3
365,5
366,5
367,6
368,3
369,4
370,5
371,3
372,0
373,5
374,3
375,3
376,3
377,2
378,1
379,3
380,3
381,3
382,1
383,3
384,3
385,2
386,3
387,6
388,1
389,3
390,3
391,4
392,4
393,6
394,2
395,1
396,3
397,5
398,3
399,5
400,3
401,2
402,3
403,4
404,2
405,3
406,3
407,0
408,4
409,3
410,5
411,5
412,0
413,3
414,0
415,5
416,1
417,2
418,2
419,5
420,4
421,1
422,5
423,5
424,4
425,3
426,2
427,4
428,2
429,1
430,6
431,0
432,3
433,3
434,3
435,4
436,2
437,3
438,2
439,1
440,7
441,3
442,4
443,1
444,3
445,3
446,8
447,6
448,2
449,3
450,4
451,3
452,2
453,2
454,2
455,6
456,3
457,6
458,3
459,7
460,5
461,4
462,1
463,3
464,3
465,2
466,4
467,5
468,2
469,4
470,3
471,0
472,3
473,2
474,2
475,3
476,5
477,8
478,3
479,5
480,6
481,1
482,4
483,3
484,10
485,5
486,2
487,2
488,0
489,1
490,7
491,3
492,14
493,6
494,2
495,4
496,4
497,3
498,6
499,4
500,4
501,5
502,7
503,2
504,1
505,3
506,3
507,9
508,7
509,5
510,9
511,4
512,3
513,5
514,2
515,6
516,5
517,3
518,5
519,3
520,1
521,6
522,1
523,4
524,4
525,3
526,4
527,9
528,4
529,6
530,3
531,6
