Channel,Counts
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,2
11,1
12,0
13,2
14,2
15,4
16,2
17,5
18,5
19,2
20,4
21,2
22,3
23,5
24,1
25,4
26,2
27,2
28,1
29,2
30,5
31,1
32,5
33,5
34,3
35,5
36,0
37,5
38,3
39,2
40,4
41,2
42,3
43,1
44,5
45,2
46,2
47,5
48,2
49,2
50,2
51,3
52,5
53,2
54,1
55,4
56,5
57,4
58,3
59,1
60,1
61,3
62,4
63,3
64,5
65,2
66,4
67,1
68,0
69,4
70,3
71,2
72,3
73,0
74,1
75,2
76,3
77,5
78,2
79,3
80,4
81,3
82,3
83,1
84,1
85,4
86,1
87,5
88,4
89,1
90,3
91,2
92,2
93,1
94,5
95,4
96,4
97,2
98,5
99,4
100,3
101,3
102,4
103,1
104,4
105,7
106,2
107,4
108,2
109,4
110,6
111,5
112,4
113,0
114,1
115,2
116,3
117,1
118,2
119,3
120,1
121,4
122,4
123,0
124,1
125,3
126,3
127,7
128,0
129,2
130,0
131,2
132,6
133,2
134,4
135,4
136,3
137,6
138,4
139,2
140,3
141,3
142,8
143,1
144,2
145,3
146,1
147,0
148,3
149,5
150,3
151,4
152,5
153,2
154,3
155,3
156,1
157,2
158,3
159,3
160,6
161,3
162,5
163,3
164,1
165,2
166,2
167,2
168,4
169,1
170,2
171,4
172,3
173,11
174,4
175,2
176,4
177,1
178,3
179,3
180,3
181,2
182,3
183,9
184,1
185,8
186,4
187,4
188,1
189,3
190,4
191,3
192,4
193,7
194,6
195,4
196,4
197,2
198,3
199,2
200,3
201,2
202,2
203,2
204,5
205,5
206,3
207,6
208,0
209,4
210,4
211,4
212,2
213,3
214,2
215,1
216,0
217,3
218,4
219,4
220,3
221,2
222,4
223,4
224,3
225,3
226,3
227,5
228,3
229,6
230,7
231,4
232,5
233,2
234,0
235,3
236,5
237,2
238,3
239,4
240,2
241,4
242,4
243,6
244,2
245,1
246,0
247,0
248,3
249,4
250,3
251,4
252,3
253,3
254,5
255,6
256,4
257,3
258,7
259,6
260,2
261,4
262,2
263,5
264,4
265,4
266,3
267,3
268,4
269,4
270,1
271,4
272,2
273,6
274,3
275,1
276,3
277,5
278,5
279,5
280,2
281,0
282,1
283,5
284,1
285,6
286,2
287,6
288,4
289,2
290,7
291,4
292,4
293,9
294,1
295,2
296,4
297,5
298,2
299,4
300,5
301,1
302,5
303,6
304,5
305,1
306,3
307,1
308,5
309,4
310,3
311,5
312,5
313,4
314,3
315,2
316,3
317,4
318,5
319,5
320,7
321,8
322,3
323,6
324,2
325,3
326,6
327,3
328,5
329,6
330,7
331,2
332,4
333,6
334,5
335,5
336,5
337,4
338,5
339,5
340,6
341,1
342,2
343,7
344,4
345,5
346,4
347,4
348,5
349,4
350,4
351,4
352,3
353,6
354,6
355,0
356,3
357,7
358,1
359,3
360,5
361,3
362,2
363,5
364,6
365,11
366,4
367,6
368,5
369,8
370,6
371,4
372,4
373,4
374,4
375,5
376,7
377,8
378,3
379,5
380,4
381,9
382,8
383,2
384,6
385,1
386,4
387,5
388,5
389,4
390,4
391,3
392,5
393,8
394,5
395,6
396,5
397,6
398,3
399,3
400,4
401,4
402,6
403,6
404,3
405,8
406,2
407,6
408,5
409,4
410,5
411,5
412,5
413,9
414,4
415,5
416,3
417,5
418,6
419,4
420,3
421,8
422,3
423,4
424,7
425,7
426,8
427,4
428,3
429,9
430,2
431,4
432,0
433,4
434,4
435,6
436,7
437,5
438,9
439,2
440,6
441,5
442,3
443,4
444,3
445,1
446,7
447,5
448,6
449,4
450,4
451,4
452,7
453,3
454,0
455,10
456,7
457,7
458,7
459,7
460,7
461,9
462,3
463,7
464,7
465,7
466,7
467,8
468,6
469,7
470,7
471,5
472,7
473,8
474,7
475,3
476,6
477,6
478,6
479,6
480,6
481,4
482,2
483,12
484,5
485,1
486,0
487,8
488,7
489,7
490,4
491,2
492,6
493,6
494,9
495,9
496,5
497,7
498,7
499,7
500,4
501,5
502,8
503,10
504,11
505,3
506,5
507,8
508,3
509,3
510,7
511,11
512,8
513,9
514,8
515,4
516,8
517,8
518,5
519,9
520,4
521,7
522,10
523,7
524,5
525,16
526,8
527,8
528,15
529,7
530,8
531,7
