Channel,Counts
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,1
17,151
18,694
19,985
20,1202
21,1272
22,1278
23,1256
24,1339
25,1280
26,1217
27,1269
28,1340
29,1404
30,1434
31,1540
32,1686
33,1737
34,1819
35,1885
36,2029
37,2092
38,2030
39,2176
40,2195
41,2246
42,2271
43,2288
44,2408
45,2336
46,2433
47,2429
48,2410
49,2384
50,2372
51,2353
52,2283
53,2233
54,2232
55,2258
56,2247
57,2228
58,2219
59,2189
60,2218
61,2276
62,2197
63,2262
64,2086
65,2065
66,2088
67,2131
68,2159
69,2205
70,2157
71,2277
72,2222
73,2166
74,2033
75,2072
76,2051
77,2069
78,2092
79,2070
80,2112
81,2134
82,2213
83,2280
84,2199
85,2196
86,2109
87,2071
88,2061
89,2011
90,1969
91,2043
92,2124
93,2080
94,2026
95,2103
96,2109
97,2144
98,2172
99,2144
100,2118
101,2027
102,2046
103,1949
104,2061
105,2051
106,2072
107,2057
108,2089
109,2067
110,1974
111,1954
112,1964
113,2021
114,2037
115,1967
116,2148
117,2096
118,2072
119,1973
120,2033
121,1974
122,1983
123,1863
124,1875
125,1931
126,1948
127,2106
128,2012
129,2067
130,2001
131,2044
132,2032
133,1949
134,1889
135,1806
136,1793
137,1848
138,1827
139,1893
140,1917
141,1960
142,2033
143,2006
144,1844
145,2018
146,1942
147,1852
148,1847
149,1770
150,1831
151,1890
152,1776
153,1858
154,1872
155,1913
156,1920
157,2091
158,2009
159,1921
160,1952
161,1796
162,1765
163,1747
164,1762
165,1683
166,1671
167,1775
168,1832
169,1861
170,1849
171,1951
172,1934
173,1885
174,1888
175,1809
176,1743
177,1726
178,1755
179,1762
180,1729
181,1772
182,1766
183,1772
184,1764
185,1772
186,1773
187,1870
188,1802
189,1866
190,1831
191,1796
192,1750
193,1722
194,1707
195,1767
196,1735
197,1756
198,1751
199,1858
200,1719
201,1781
202,1799
203,1746
204,1710
205,1686
206,1734
207,1725
208,1684
209,1699
210,1749
211,1717
212,1669
213,1693
214,1730
215,1736
216,1669
217,1732
218,1728
219,1674
220,1709
221,1673
222,1703
223,1722
224,1642
225,1732
226,1715
227,1645
228,1682
229,1581
230,1613
231,1632
232,1599
233,1628
234,1594
235,1686
236,1679
237,1697
238,1625
239,1701
240,1639
241,1652
242,1628
243,1615
244,1562
245,1616
246,1521
247,1611
248,1617
249,1690
250,1558
251,1566
252,1652
253,1659
254,1625
255,1611
256,1583
257,1595
258,1643
259,1564
260,1504
261,1586
262,1567
263,1524
264,1548
265,1529
266,1536
267,1479
268,1542
269,1555
270,1593
271,1582
272,1548
273,1579
274,1509
275,1577
276,1570
277,1514
278,1557
279,1466
280,1562
281,1540
282,1542
283,1512
284,1565
285,1474
286,1532
287,1537
288,1545
289,1571
290,1522
291,1570
292,1482
293,1517
294,1483
295,1433
296,1572
297,1515
298,1451
299,1477
300,1474
301,1487
302,1469
303,1450
304,1400
305,1432
306,1443
307,1411
308,1485
309,1476
310,1443
311,1429
312,1493
313,1515
314,1454
315,1442
316,1465
317,1438
318,1532
319,1395
320,1415
321,1356
322,1437
323,1470
324,1406
325,1509
326,1484
327,1460
328,1507
329,1415
330,1449
331,1384
332,1380
333,1425
334,1436
335,1415
336,1379
337,1388
338,1376
339,1336
340,1359
341,1426
342,1402
343,1390
344,1354
345,1305
346,1346
347,1362
348,1371
349,1320
350,1403
351,1399
352,1363
353,1459
354,1395
355,1316
356,1349
357,1336
358,1416
359,1425
360,1347
361,1447
362,1450
363,1382
364,1359
365,1335
366,1408
367,1310
368,1394
369,1313
370,1397
371,1336
372,1299
373,1364
374,1343
375,1315
376,1197
377,1309
378,1317
379,1344
380,1281
381,1251
382,1229
383,1282
384,1236
385,1288
386,1264
387,1309
388,1305
389,1350
390,1323
391,1255
392,1358
393,1336
394,1293
395,1304
396,1229
397,1303
398,1249
399,1274
400,1278
401,1270
402,1302
403,1309
404,1290
405,1262
406,1271
407,1233
408,1318
409,1316
410,1203
411,1245
412,1320
413,1223
414,1285
415,1254
416,1252
417,1168
418,1215
419,1241
420,1218
421,1169
422,1301
423,1226
424,1232
425,1292
426,1215
427,1242
428,1226
